Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
KA7332_CL33_017,KA,LAUREN 7332 CL33 300X550 R,32,380,7510,XIVA,101,51451,33.0,М2,2025-10-10,06:30:05,STOREKEEPER3,ZARA,23.9,0,100001266808,8,T08
KA7332_CL33_021,KA,LAUREN 7332 CL33 250X350 R,32,380,7510,XIVA,101,52449,122.5,М2,2025-10-23,08:17:10,STOREKEEPER3,ZARA,12.67,0,100001275034,21,T21
KA7332_CL33_021,KA,LAUREN 7332 CL33 250X350 R,32,380,7510,XIVA,101,51904,175.0,М2,2025-10-16,13:01:32,STOREKEEPER3,ZARA,12.67,0,100001270350,21,T21
KA7332_CL33_103,KA,LAUREN 7332 CL33 300X450 R,32,380,7510,XIVA,101,52869,27.0,М2,2025-10-26,11:24:54,STOREKEEPER3,ZARA,19.55,0,100001278388,23,T23
KA7332_CL33_103,KA,LAUREN 7332 CL33 300X450 R,32,380,7510,XIVA,101,51451,27.0,М2,2025-10-10,06:30:21,STOREKEEPER3,ZARA,19.55,0,100001266809,8,T08
KA7332_CL33_118,KA,LAUREN 7332 CL33 350X550 R,32,380,7510,XIVA,101,52853,38.5,М2,2025-10-27,22:20:01,KDJABBOROV,ZARA,27.88,0,100001278307,21,T21
KA7332_CL33_118,KA,LAUREN 7332 CL33 350X550 R,32,380,7510,XIVA,101,51668,192.5,М2,2025-10-16,07:35:17,STOREKEEPER3,ZARA,27.88,0,100001268661,6,T06
KA7332_CL33_118,KA,LAUREN 7332 CL33 350X550 R,32,380,7510,XIVA,101,50761,38.5,М2,2025-10-02,16:44:22,STOREKEEPER3,ZARA,27.88,0,100001260570,22,T22
KA7332_CL33_120,KA,LAUREN 7332 CL33 400X650 R,32,380,7510,XIVA,101,52300,52.0,М2,2025-10-22,02:09:26,STOREKEEPER3,ZARA,37.66,0,100001273807,23,T23
KA7332_CL33_120,KA,LAUREN 7332 CL33 400X650 R,32,380,7510,XIVA,101,51438,52.0,М2,2025-10-09,17:49:42,STOREKEEPER3,ZARA,37.66,0,100001266714,23,T23
KA7332_CL33_137,KA,LAUREN 7332 CL33 350X450 R,32,380,7510,XIVA,101,52785,31.5,М2,2025-10-27,22:07:40,STOREKEEPER3,ZARA,22.81,0,100001277881,6,T06
KA7332_CL33_137,KA,LAUREN 7332 CL33 350X450 R,32,380,7510,XIVA,101,51678,157.5,М2,2025-10-14,01:38:31,STOREKEEPER3,ZARA,22.81,0,100001268652,10,T10
KA7332_CL33_137,KA,LAUREN 7332 CL33 350X450 R,32,380,7510,XIVA,101,50761,31.5,М2,2025-10-02,16:44:38,STOREKEEPER3,ZARA,22.81,0,100001260571,22,T22
KA7332_CL33_140,KA,LAUREN 7332 CL33 400X550 R,32,380,7510,XIVA,101,52300,88.0,М2,2025-10-22,02:09:41,STOREKEEPER3,ZARA,31.87,0,100001273808,23,T23
KA7332_CL33_140,KA,LAUREN 7332 CL33 400X550 R,32,380,7510,XIVA,101,51438,44.0,М2,2025-10-09,17:49:57,STOREKEEPER3,ZARA,31.87,0,100001266715,23,T23
KA7332_CL33_142,KA,LAUREN 7332 CL33 400X850 R,32,380,7510,XIVA,101,52300,68.0,М2,2025-10-22,02:09:56,STOREKEEPER3,ZARA,49.25,0,100001273809,23,T23
KA7332_CL33_152,KA,LAUREN 7332 CL33 400X450 R,32,380,7510,XIVA,101,52300,36.0,М2,2025-10-22,02:10:12,STOREKEEPER3,ZARA,26.07,0,100001273810,23,T23
KA7332_CL33_152,KA,LAUREN 7332 CL33 400X450 R,32,380,7510,XIVA,101,51439,36.0,М2,2025-10-09,17:48:17,STOREKEEPER3,ZARA,26.07,0,100001266716,23,T23
KA7332_CL33_159,KA,LAUREN 7332 CL33 400X750 R,32,380,7510,XIVA,101,52300,120.0,М2,2025-10-22,02:10:27,STOREKEEPER3,ZARA,43.45,0,100001273811,23,T23
KA7332_CL33_183,KA,LAUREN 7332 CL33 300X350 R,32,380,7510,XIVA,101,52871,21.0,М2,2025-10-26,11:24:05,STOREKEEPER3,ZARA,15.21,0,100001278392,23,T23
KA7332_CL33_328,KA,LAUREN 7332 CL33 350X650 R,32,380,7510,XIVA,101,52794,45.5,М2,2025-10-27,22:06:42,STOREKEEPER3,ZARA,32.95,0,100001277892,6,T06
KA7332_CL33_339,KA,LAUREN 7332 CL33 350X850 R,32,380,7510,XIVA,101,52853,59.5,М2,2025-10-27,22:09:11,STOREKEEPER3,ZARA,43.09,0,100001278318,21,T21
KA7332_CL33_340,KA,LAUREN 7332 CL33 350X750 R,32,380,7510,XIVA,101,52853,52.5,М2,2025-10-27,22:08:56,STOREKEEPER3,ZARA,38.02,0,100001278315,21,T21
KA7332_CL33_340,KA,LAUREN 7332 CL33 350X750 R,32,380,7510,XIVA,101,50761,52.5,М2,2025-10-02,16:44:53,STOREKEEPER3,ZARA,38.02,0,100001260572,22,T22
KA7332_CL33_407,KA,LAUREN 7332 CL33 370X550 R,32,380,7510,XIVA,101,51469,40.7,М2,2025-10-10,13:56:45,STOREKEEPER3,ZARA,29.48,0,100001266927,23,T23
KA7332_CL33_431,KA,LAUREN 7332 CL33 370X500 R,32,380,7510,XIVA,101,51469,37.0,М2,2025-10-10,13:57:00,STOREKEEPER3,ZARA,26.8,0,100001266928,23,T23
KA7332_CL33_A90,KA,LAUREN 7332 CL33 370X600 R,32,380,7510,XIVA,101,51471,44.4,М2,2025-10-10,13:55:10,STOREKEEPER3,ZARA,32.16,0,100001266929,23,T23
KA7332_CL33_A91,KA,LAUREN 7332 CL33 370X450 R,32,380,7510,XIVA,101,51471,33.3,М2,2025-10-10,13:55:27,STOREKEEPER3,ZARA,24.12,0,100001266930,23,T23
KA7332_CL33_AD5,KA,LAUREN 7332 CL33 370X650 R,32,380,7510,XIVA,101,51471,48.1,М2,2025-10-10,13:55:41,STOREKEEPER3,ZARA,34.84,0,100001266931,23,T23
KA7332_CL33_DI5,KA,LAUREN 7332 CL33 370X900 R,32,380,7510,XIVA,101,51471,66.6,М2,2025-10-10,13:55:56,STOREKEEPER3,ZARA,48.23,0,100001266932,23,T23
KA7332_CL73_005,KA,LAUREN 7332 CL73 400X600 R,32,380,7510,XIVA,101,51439,48.0,М2,2025-10-09,17:48:34,STOREKEEPER3,ZARA,34.76,0,100001266717,23,T23
KA7332_CL73_006,KA,LAUREN 7332 CL73 400X500 R,32,380,7510,XIVA,101,51439,40.0,М2,2025-10-09,17:48:48,STOREKEEPER3,ZARA,28.97,0,100001266718,23,T23
KA7332_CL73_007,KA,LAUREN 7332 CL73 400X400 R,32,380,7510,XIVA,101,51439,32.0,М2,2025-10-09,17:49:03,STOREKEEPER3,ZARA,23.17,0,100001266719,23,T23
KA7332_CL73_018,KA,LAUREN 7332 CL73 300X600 R,32,380,7510,XIVA,101,51451,36.0,М2,2025-10-10,06:30:37,STOREKEEPER3,ZARA,26.07,0,100001266810,8,T08
KA7332_CL73_152,KA,LAUREN 7332 CL73 400X450 R,32,380,7510,XIVA,101,51439,36.0,М2,2025-10-09,17:49:18,STOREKEEPER3,ZARA,26.07,0,100001266720,23,T23
KA7332_CL73_407,KA,LAUREN 7332 CL73 370X550 R,32,380,7510,XIVA,101,51471,40.7,М2,2025-10-10,13:56:11,STOREKEEPER3,ZARA,29.48,0,100001266933,23,T23
KA7332_CL73_431,KA,LAUREN 7332 CL73 370X500 R,32,380,7510,XIVA,101,51471,37.0,М2,2025-10-10,13:56:27,STOREKEEPER3,ZARA,26.8,0,100001266934,23,T23
KA7332_CL73_A90,KA,LAUREN 7332 CL73 370X600 R,32,380,7510,XIVA,101,51471,44.4,М2,2025-10-10,13:56:42,STOREKEEPER3,ZARA,32.16,0,100001266935,23,T23
KA7332_CL73_A93,KA,LAUREN 7332 CL73 370X400 R,32,380,7510,XIVA,101,51471,29.6,М2,2025-10-10,13:56:57,STOREKEEPER3,ZARA,21.44,0,100001266936,23,T23
KA7332_CL73_AD5,KA,LAUREN 7332 CL73 370X650 R,32,380,7510,XIVA,101,51473,48.1,М2,2025-10-10,13:55:06,STOREKEEPER3,ZARA,34.84,0,100001266938,23,T23
KA7332_CL73_EI8,KA,LAUREN 7332 CL73 370X750 R,32,380,7510,XIVA,101,51473,55.5,М2,2025-10-10,13:55:22,STOREKEEPER3,ZARA,40.2,0,100001266939,23,T23
KA8413_CL53_003,KA,LAUREN 8413 CL53 400X800 R,32,380,7510,XIVA,101,52330,64.0,М2,2025-10-22,21:12:06,STOREKEEPER3,ZARA,46.35,0,100001274072,23,T23
KA8413_CL53_005,KA,LAUREN 8413 CL53 400X600 R,32,380,7510,XIVA,101,52330,96.0,М2,2025-10-22,21:12:22,STOREKEEPER3,ZARA,34.76,0,100001274073,23,T23
KA8413_CL53_006,KA,LAUREN 8413 CL53 400X500 R,32,380,7510,XIVA,101,52330,40.0,М2,2025-10-22,21:12:37,STOREKEEPER3,ZARA,28.97,0,100001274074,23,T23
KA8413_CL53_007,KA,LAUREN 8413 CL53 400X400 R,32,380,7510,XIVA,101,52330,32.0,М2,2025-10-22,21:12:52,STOREKEEPER3,ZARA,23.17,0,100001274075,23,T23
KA8413_CL53_008,KA,LAUREN 8413 CL53 350X400 R,32,380,7510,XIVA,101,52853,28.0,М2,2025-10-27,22:08:43,STOREKEEPER3,ZARA,20.28,0,100001278312,21,T21
KA8413_CL53_008,KA,LAUREN 8413 CL53 350X400 R,32,380,7510,XIVA,101,51114,56.0,М2,2025-10-07,01:55:32,STOREKEEPER3,ZARA,20.28,0,100001263664,22,T22
KA8413_CL53_009,KA,LAUREN 8413 CL53 350X500 R,32,380,7510,XIVA,101,52853,35.0,М2,2025-10-27,22:08:31,STOREKEEPER3,ZARA,25.35,0,100001278310,21,T21
KA8413_CL53_009,KA,LAUREN 8413 CL53 350X500 R,32,380,7510,XIVA,101,51114,35.0,М2,2025-10-07,01:55:48,STOREKEEPER3,ZARA,25.35,0,100001263665,22,T22
KA8413_CL53_010,KA,LAUREN 8413 CL53 350X600 R,32,380,7510,XIVA,101,52850,42.0,М2,2025-10-27,22:08:48,STOREKEEPER3,ZARA,30.42,0,100001278281,21,T21
KA8413_CL53_010,KA,LAUREN 8413 CL53 350X600 R,32,380,7510,XIVA,101,51117,84.0,М2,2025-10-08,05:36:39,STOREKEEPER3,ZARA,30.42,0,100001263668,22,T22
KA8413_CL53_011,KA,LAUREN 8413 CL53 350X700 R,32,380,7510,XIVA,101,52850,49.0,М2,2025-10-27,22:08:34,STOREKEEPER3,ZARA,35.49,0,100001278278,21,T21
KA8413_CL53_011,KA,LAUREN 8413 CL53 350X700 R,32,380,7510,XIVA,101,51117,98.0,М2,2025-10-08,05:36:54,STOREKEEPER3,ZARA,35.49,0,100001263669,22,T22
KA8413_CL53_012,KA,LAUREN 8413 CL53 350X800 R,32,380,7510,XIVA,101,52850,56.0,М2,2025-10-27,22:08:19,STOREKEEPER3,ZARA,40.56,0,100001278277,21,T21
KA8413_CL53_012,KA,LAUREN 8413 CL53 350X800 R,32,380,7510,XIVA,101,51117,56.0,М2,2025-10-08,05:37:10,STOREKEEPER3,ZARA,40.56,0,100001263670,22,T22
KA8413_CL53_015,KA,LAUREN 8413 CL53 300X400 R,32,380,7510,XIVA,101,52871,24.0,М2,2025-10-26,11:24:21,STOREKEEPER3,ZARA,17.38,0,100001278394,23,T23
KA8413_CL53_016,KA,LAUREN 8413 CL53 300X500 R,32,380,7510,XIVA,101,52871,30.0,М2,2025-10-26,11:24:35,STOREKEEPER3,ZARA,21.72,0,100001278395,23,T23
KA8413_CL53_017,KA,LAUREN 8413 CL53 300X550 R,32,380,7510,XIVA,101,52869,33.0,М2,2025-10-26,11:25:10,STOREKEEPER3,ZARA,23.9,0,100001278389,23,T23
KA8413_CL53_103,KA,LAUREN 8413 CL53 300X450 R,32,380,7510,XIVA,101,52869,27.0,М2,2025-10-26,11:25:25,STOREKEEPER3,ZARA,19.55,0,100001278390,23,T23
KA8413_CL53_118,KA,LAUREN 8413 CL53 350X550 R,32,380,7510,XIVA,101,52796,38.5,М2,2025-10-29,03:49:53,STOREKEEPER3,ZARA,27.88,0,100001277867,6,T06
KA8413_CL53_118,KA,LAUREN 8413 CL53 350X550 R,32,380,7510,XIVA,101,51117,38.5,М2,2025-10-08,05:37:25,STOREKEEPER3,ZARA,27.88,0,100001263671,22,T22
KA8413_CL53_120,KA,LAUREN 8413 CL53 400X650 R,32,380,7510,XIVA,101,52330,52.0,М2,2025-10-22,21:13:07,STOREKEEPER3,ZARA,37.66,0,100001274076,23,T23
KA8413_CL53_137,KA,LAUREN 8413 CL53 350X450 R,32,380,7510,XIVA,101,52853,31.5,М2,2025-10-27,22:09:27,STOREKEEPER3,ZARA,22.81,0,100001278321,21,T21
KA8413_CL53_137,KA,LAUREN 8413 CL53 350X450 R,32,380,7510,XIVA,101,51117,63.0,М2,2025-10-08,05:37:40,STOREKEEPER3,ZARA,22.81,0,100001263672,22,T22
KA8413_CL53_140,KA,LAUREN 8413 CL53 400X550 R,32,380,7510,XIVA,101,52330,88.0,М2,2025-10-22,21:13:22,STOREKEEPER3,ZARA,31.86,0,100001274077,23,T23
KA8413_CL53_152,KA,LAUREN 8413 CL53 400X450 R,32,380,7510,XIVA,101,52330,36.0,М2,2025-10-22,21:13:37,STOREKEEPER3,ZARA,26.07,0,100001274078,23,T23
KA8413_CL53_159,KA,LAUREN 8413 CL53 400X750 R,32,380,7510,XIVA,101,52331,60.0,М2,2025-10-22,21:12:19,STOREKEEPER3,ZARA,43.46,0,100001274079,23,T23
KA8413_CL53_183,KA,LAUREN 8413 CL53 300X350 R,32,380,7510,XIVA,101,52871,21.0,М2,2025-10-26,11:24:50,STOREKEEPER3,ZARA,15.21,0,100001278396,23,T23
KA8413_CL53_307,KA,LAUREN 8413 CL53 450X550 R,32,380,7510,XIVA,101,51056,49.5,М2,2025-10-04,21:34:51,STOREKEEPER3,ZARA,35.85,0,100001263397,21,T21
KA8413_CL53_328,KA,LAUREN 8413 CL53 350X650 R,32,380,7510,XIVA,101,52796,45.5,М2,2025-10-29,03:50:08,STOREKEEPER3,ZARA,32.95,0,100001277870,6,T06
KA8413_CL53_340,KA,LAUREN 8413 CL53 350X750 R,32,380,7510,XIVA,101,52796,52.5,М2,2025-10-29,03:50:23,STOREKEEPER3,ZARA,38.02,0,100001277872,6,T06
KA8413_CL53_340,KA,LAUREN 8413 CL53 350X750 R,32,380,7510,XIVA,101,51117,52.5,М2,2025-10-08,05:37:55,STOREKEEPER3,ZARA,38.02,0,100001263673,22,T22
KA8413_CL53_407,KA,LAUREN 8413 CL53 370X550 R,32,380,7510,XIVA,101,51060,40.7,М2,2025-10-05,09:52:31,STOREKEEPER3,ZARA,29.48,0,100001263405,23,T23
KA8413_CL53_431,KA,LAUREN 8413 CL53 370X500 R,32,380,7510,XIVA,101,51060,37.0,М2,2025-10-05,09:52:46,STOREKEEPER3,ZARA,26.8,0,100001263406,23,T23
KA8413_CL53_A90,KA,LAUREN 8413 CL53 370X600 R,32,380,7510,XIVA,101,51060,44.4,М2,2025-10-05,09:53:01,STOREKEEPER3,ZARA,32.16,0,100001263407,23,T23
KA8413_CL53_A91,KA,LAUREN 8413 CL53 370X450 R,32,380,7510,XIVA,101,51060,33.3,М2,2025-10-05,09:53:16,STOREKEEPER3,ZARA,24.12,0,100001263408,23,T23
KA8413_CL53_A93,KA,LAUREN 8413 CL53 370X400 R,32,380,7510,XIVA,101,51183,29.6,М2,2025-10-05,09:57:17,STOREKEEPER3,ZARA,21.44,0,100001264437,23,T23
KA8413_CL53_AD5,KA,LAUREN 8413 CL53 370X650 R,32,380,7510,XIVA,101,51060,48.1,М2,2025-10-05,09:53:32,STOREKEEPER3,ZARA,34.84,0,100001263409,23,T23
KA8413_CL53_EI8,KA,LAUREN 8413 CL53 370X750 R,32,380,7510,XIVA,101,51060,55.5,М2,2025-10-05,09:53:47,STOREKEEPER3,ZARA,40.2,0,100001263410,23,T23
KA8413_CL53_EI9,KA,LAUREN 8413 CL53 370X800 R,32,380,7510,XIVA,101,51060,59.2,М2,2025-10-05,09:54:02,STOREKEEPER3,ZARA,42.88,0,100001263411,23,T23
KA8413_CL53_EJ1,KA,LAUREN 8413 CL53 370X700 R,32,380,7510,XIVA,101,51060,51.8,М2,2025-10-05,09:54:17,STOREKEEPER3,ZARA,37.52,0,100001263412,23,T23
KA8416_CL33_008,KA,LAUREN 8416 CL33 350X400 R,32,380,7510,XIVA,101,51393,28.0,М2,2025-10-09,17:40:57,STOREKEEPER3,ZARA,20.28,0,100001266280,21,T21
KA8416_CL33_009,KA,LAUREN 8416 CL33 350X500 R,32,380,7510,XIVA,101,51966,35.0,М2,2025-10-15,23:04:29,STOREKEEPER3,ZARA,25.35,0,100001270883,10,T10
KA8416_CL33_009,KA,LAUREN 8416 CL33 350X500 R,32,380,7510,XIVA,101,51393,35.0,М2,2025-10-09,17:40:42,STOREKEEPER3,ZARA,25.35,0,100001266279,21,T21
KA8416_CL33_010,KA,LAUREN 8416 CL33 350X600 R,32,380,7510,XIVA,101,51966,42.0,М2,2025-10-15,23:04:44,STOREKEEPER3,ZARA,30.42,0,100001270885,10,T10
KA8416_CL33_011,KA,LAUREN 8416 CL33 350X700 R,32,380,7510,XIVA,101,51971,98.0,М2,2025-10-16,10:55:05,STOREKEEPER3,ZARA,35.49,0,100001270893,10,T10
KA8416_CL33_011,KA,LAUREN 8416 CL33 350X700 R,32,380,7510,XIVA,101,51389,49.0,М2,2025-10-09,17:39:49,STOREKEEPER3,ZARA,35.49,0,100001266220,21,T21
KA8416_CL33_012,KA,LAUREN 8416 CL33 350X800 R,32,380,7510,XIVA,101,51971,56.0,М2,2025-10-16,10:55:20,STOREKEEPER3,ZARA,40.56,0,100001270894,10,T10
KA8416_CL33_015,KA,LAUREN 8416 CL33 300X400 R,32,380,7510,XIVA,101,51683,24.0,М2,2025-10-12,16:35:09,STOREKEEPER3,ZARA,17.38,0,100001268687,23,T23
KA8416_CL33_016,KA,LAUREN 8416 CL33 300X500 R,32,380,7510,XIVA,101,51683,30.0,М2,2025-10-12,16:35:24,STOREKEEPER3,ZARA,21.72,0,100001268688,23,T23
KA8416_CL33_017,KA,LAUREN 8416 CL33 300X550 R,32,380,7510,XIVA,101,51643,33.0,М2,2025-10-13,11:42:31,STOREKEEPER3,ZARA,23.9,0,100001268444,8,T08
KA8416_CL33_018,KA,LAUREN 8416 CL33 300X600 R,32,380,7510,XIVA,101,51683,36.0,М2,2025-10-12,16:35:39,STOREKEEPER3,ZARA,26.07,0,100001268690,23,T23
KA8416_CL33_019,KA,LAUREN 8416 CL33 300X700 R,32,380,7510,XIVA,101,51638,42.0,М2,2025-10-13,20:45:16,STOREKEEPER3,ZARA,30.42,0,100001268422,21,T21
KA8416_CL33_103,KA,LAUREN 8416 CL33 300X450 R,32,380,7510,XIVA,101,51643,27.0,М2,2025-10-13,11:42:46,STOREKEEPER3,ZARA,19.55,0,100001268445,8,T08
KA8416_CL33_118,KA,LAUREN 8416 CL33 350X550 R,32,380,7510,XIVA,101,51389,38.5,М2,2025-10-09,17:41:37,STOREKEEPER3,ZARA,27.88,0,100001266241,21,T21
KA8416_CL33_137,KA,LAUREN 8416 CL33 350X450 R,32,380,7510,XIVA,101,51971,31.5,М2,2025-10-16,10:55:36,STOREKEEPER3,ZARA,22.81,0,100001270895,10,T10
KA8416_CL33_183,KA,LAUREN 8416 CL33 300X350 R,32,380,7510,XIVA,101,51644,21.0,М2,2025-10-14,23:36:44,STOREKEEPER3,ZARA,15.21,0,100001268458,8,T08
KA8416_CL33_189,KA,LAUREN 8416 CL33 320X400 R,32,380,7510,XIVA,101,51671,25.6,М2,2025-10-12,16:17:59,STOREKEEPER3,ZARA,18.54,0,100001268610,10,T10
KA8416_CL33_190,KA,LAUREN 8416 CL33 320X500 R,32,380,7510,XIVA,101,51902,64.0,М2,2025-10-15,14:55:39,STOREKEEPER3,ZARA,23.17,0,100001270348,21,T21
KA8416_CL33_191,KA,LAUREN 8416 CL33 320X600 R,32,380,7510,XIVA,101,52320,38.4,М2,2025-10-21,01:47:25,STOREKEEPER3,ZARA,27.81,0,100001274012,10,T10
KA8416_CL33_191,KA,LAUREN 8416 CL33 320X600 R,32,380,7510,XIVA,101,51902,38.4,М2,2025-10-15,14:56:11,STOREKEEPER3,ZARA,27.81,0,100001270351,21,T21
KA8416_CL33_192,KA,LAUREN 8416 CL33 320X700 R,32,380,7510,XIVA,101,51797,89.6,М2,2025-10-14,10:52:34,STOREKEEPER3,ZARA,32.44,0,100001269401,23,T23
KA8416_CL33_328,KA,LAUREN 8416 CL33 350X650 R,32,380,7510,XIVA,101,51971,45.5,М2,2025-10-16,10:54:49,STOREKEEPER3,ZARA,32.95,0,100001270892,10,T10
KA8416_CL33_328,KA,LAUREN 8416 CL33 350X650 R,32,380,7510,XIVA,101,51389,45.5,М2,2025-10-09,17:40:05,STOREKEEPER3,ZARA,32.95,0,100001266221,21,T21
KA8416_CL33_340,KA,LAUREN 8416 CL33 350X750 R,32,380,7510,XIVA,101,51966,52.5,М2,2025-10-15,23:03:13,STOREKEEPER3,ZARA,38.02,0,100001270874,10,T10
KA8416_CL33_340,KA,LAUREN 8416 CL33 350X750 R,32,380,7510,XIVA,101,51389,52.5,М2,2025-10-09,17:40:20,STOREKEEPER3,ZARA,38.02,0,100001266223,21,T21
KA8416_CL33_414,KA,LAUREN 8416 CL33 320X450 R,32,380,7510,XIVA,101,51797,28.8,М2,2025-10-14,10:52:19,STOREKEEPER3,ZARA,20.86,0,100001269400,23,T23
KA8416_CL33_415,KA,LAUREN 8416 CL33 320X550 R,32,380,7510,XIVA,101,51676,35.2,М2,2025-10-12,06:33:47,STOREKEEPER3,ZARA,25.49,0,100001268644,10,T10
KA8416_CL33_416,KA,LAUREN 8416 CL33 320X650 R,32,380,7510,XIVA,101,52320,41.6,М2,2025-10-21,01:47:43,STOREKEEPER3,ZARA,30.13,0,100001274013,10,T10
KA8416_CL33_481,KA,LAUREN 8416 CL33 300X750 R,32,380,7510,XIVA,101,51644,45.0,М2,2025-10-14,23:37:00,STOREKEEPER3,ZARA,32.59,0,100001268460,8,T08
KA8416_CL33_590,KA,LAUREN 8416 CL33 320X750 R,32,380,7510,XIVA,101,51672,48.0,М2,2025-10-12,16:16:24,STOREKEEPER3,ZARA,34.76,0,100001268616,10,T10
KA8416_CL53_003,KA,LAUREN 8416 CL53 400X800 R,32,380,7510,XIVA,101,52331,128.0,М2,2025-10-22,21:12:34,STOREKEEPER3,ZARA,46.35,0,100001274080,23,T23
KA8416_CL53_004,KA,LAUREN 8416 CL53 400X700 R,32,380,7510,XIVA,101,52331,56.0,М2,2025-10-22,21:12:49,STOREKEEPER3,ZARA,40.56,0,100001274081,23,T23
KA8416_CL53_005,KA,LAUREN 8416 CL53 400X600 R,32,380,7510,XIVA,101,52331,96.0,М2,2025-10-22,21:13:04,STOREKEEPER3,ZARA,34.76,0,100001274082,23,T23
KA8416_CL53_006,KA,LAUREN 8416 CL53 400X500 R,32,380,7510,XIVA,101,52405,40.0,М2,2025-10-22,21:12:43,STOREKEEPER3,ZARA,28.97,0,100001274677,23,T23
KA8416_CL53_007,KA,LAUREN 8416 CL53 400X400 R,32,380,7510,XIVA,101,52405,32.0,М2,2025-10-22,21:12:58,STOREKEEPER3,ZARA,23.17,0,100001274679,23,T23
KA8416_CL53_008,KA,LAUREN 8416 CL53 350X400 R,32,380,7510,XIVA,101,52856,56.0,М2,2025-10-28,14:58:30,STOREKEEPER3,ZARA,20.28,0,100001278332,21,T21
KA8416_CL53_008,KA,LAUREN 8416 CL53 350X400 R,32,380,7510,XIVA,101,51117,56.0,М2,2025-10-08,05:38:11,STOREKEEPER3,ZARA,20.28,0,100001263674,22,T22
KA8416_CL53_008,KA,LAUREN 8416 CL53 350X400 R,32,380,7510,XIVA,101,51047,28.0,М2,2025-10-04,19:20:30,STOREKEEPER3,ZARA,20.28,0,100001262969,10,T10
KA8416_CL53_009,KA,LAUREN 8416 CL53 350X500 R,32,380,7510,XIVA,101,52796,70.0,М2,2025-10-29,03:50:38,STOREKEEPER3,ZARA,25.35,0,100001277874,6,T06
KA8416_CL53_009,KA,LAUREN 8416 CL53 350X500 R,32,380,7510,XIVA,101,51119,35.0,М2,2025-10-08,05:36:42,STOREKEEPER3,ZARA,25.35,0,100001263678,22,T22
KA8416_CL53_009,KA,LAUREN 8416 CL53 350X500 R,32,380,7510,XIVA,101,51047,35.0,М2,2025-10-04,19:20:44,STOREKEEPER3,ZARA,25.35,0,100001262970,10,T10
KA8416_CL53_010,KA,LAUREN 8416 CL53 350X600 R,32,380,7510,XIVA,101,52796,42.0,М2,2025-10-29,03:50:52,STOREKEEPER3,ZARA,30.42,0,100001277875,6,T06
KA8416_CL53_010,KA,LAUREN 8416 CL53 350X600 R,32,380,7510,XIVA,101,52850,42.0,М2,2025-10-27,22:09:03,STOREKEEPER3,ZARA,30.42,0,100001278284,21,T21
KA8416_CL53_010,KA,LAUREN 8416 CL53 350X600 R,32,380,7510,XIVA,101,51119,42.0,М2,2025-10-08,05:36:57,STOREKEEPER3,ZARA,30.42,0,100001263679,22,T22
KA8416_CL53_010,KA,LAUREN 8416 CL53 350X600 R,32,380,7510,XIVA,101,51117,42.0,М2,2025-10-08,05:38:26,STOREKEEPER3,ZARA,30.42,0,100001263676,22,T22
KA8416_CL53_010,KA,LAUREN 8416 CL53 350X600 R,32,380,7510,XIVA,101,51048,42.0,М2,2025-10-05,12:14:04,STOREKEEPER3,ZARA,30.42,0,100001262971,10,T10
KA8416_CL53_011,KA,LAUREN 8416 CL53 350X700 R,32,380,7510,XIVA,101,52796,98.0,М2,2025-10-29,03:51:08,STOREKEEPER3,ZARA,35.49,0,100001277876,6,T06
KA8416_CL53_011,KA,LAUREN 8416 CL53 350X700 R,32,380,7510,XIVA,101,51119,98.0,М2,2025-10-08,05:37:13,STOREKEEPER3,ZARA,35.49,0,100001263680,22,T22
KA8416_CL53_011,KA,LAUREN 8416 CL53 350X700 R,32,380,7510,XIVA,101,51048,49.0,М2,2025-10-05,12:14:19,STOREKEEPER3,ZARA,35.49,0,100001262972,10,T10
KA8416_CL53_012,KA,LAUREN 8416 CL53 350X800 R,32,380,7510,XIVA,101,52859,56.0,М2,2025-10-28,14:57:24,STOREKEEPER3,ZARA,40.56,0,100001278336,21,T21
KA8416_CL53_012,KA,LAUREN 8416 CL53 350X800 R,32,380,7510,XIVA,101,51119,56.0,М2,2025-10-08,05:37:28,STOREKEEPER3,ZARA,40.56,0,100001263681,22,T22
KA8416_CL53_015,KA,LAUREN 8416 CL53 300X400 R,32,380,7510,XIVA,101,52872,24.0,М2,2025-10-27,01:43:44,STOREKEEPER3,ZARA,17.38,0,100001278404,23,T23
KA8416_CL53_016,KA,LAUREN 8416 CL53 300X500 R,32,380,7510,XIVA,101,52871,30.0,М2,2025-10-26,11:25:05,STOREKEEPER3,ZARA,21.72,0,100001278397,23,T23
KA8416_CL53_017,KA,LAUREN 8416 CL53 300X550 R,32,380,7510,XIVA,101,52871,33.0,М2,2025-10-26,11:25:20,STOREKEEPER3,ZARA,23.9,0,100001278398,23,T23
KA8416_CL53_103,KA,LAUREN 8416 CL53 300X450 R,32,380,7510,XIVA,101,52871,27.0,М2,2025-10-26,11:25:35,STOREKEEPER3,ZARA,19.55,0,100001278399,23,T23
KA8416_CL53_118,KA,LAUREN 8416 CL53 350X550 R,32,380,7510,XIVA,101,52859,77.0,М2,2025-10-28,14:57:40,STOREKEEPER3,ZARA,27.88,0,100001278337,21,T21
