Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
MU8486_CL33_024,MU,MADONNA PLYUS 8486 CL33 250X500 R,32,240,7510,XIVA,101,52529,50.0,М2,2025-10-24,12:19:01,STOREKEEPER3,ZARA,14.07,0,100001275768,18,T18
MU8486_CL33_028,MU,MADONNA PLYUS 8486 CL33 200X300 R,32,240,7510,XIVA,101,52603,240.0,М2,2025-10-25,11:22:34,STOREKEEPER3,ZARA,6.75,0,100001276376,18,T18
MU8486_CL33_030,MU,MADONNA PLYUS 8486 CL33 200X400 R,32,240,7510,XIVA,101,52607,64.0,М2,2025-10-26,13:04:36,STOREKEEPER3,ZARA,9.0,0,100001276406,18,T18
MU8486_CL33_034,MU,MADONNA PLYUS 8486 CL33 150X230 R,32,240,7510,XIVA,101,52265,34.5,М2,2025-10-23,15:06:07,STOREKEEPER3,ZARA,3.88,0,100001273458,18,T18
MU8486_CL33_118,MU,MADONNA PLYUS 8486 CL33 350X550 R,32,240,7510,XIVA,101,51287,38.5,М2,2025-10-07,01:29:25,STOREKEEPER3,ZARA,21.66,0,100001265151,5,T05
MU8486_CL33_676,MU,MADONNA PLYUS 8486 CL33 80X3500 R,32,240,7510,XIVA,101,52259,57.0,М2,2025-10-20,19:58:31,STOREKEEPER3,ZARA,32.06,0,100001273419,18,T18
MU8486_CL33_677,MU,MADONNA PLYUS 8486 CL33 100X3500 R,32,240,7510,XIVA,101,52264,71.25,М2,2025-10-21,13:07:32,STOREKEEPER3,ZARA,40.08,0,100001273449,18,T18
MU8486_CL33_678,MU,MADONNA PLYUS 8486 CL33 120X3500 R,32,240,7510,XIVA,101,52259,85.5,М2,2025-10-20,19:58:15,STOREKEEPER3,ZARA,48.1,0,100001273416,18,T18
MU8486_CL33_679,MU,MADONNA PLYUS 8486 CL33 150X3500 R,32,240,7510,XIVA,101,52262,106.392,М2,2025-10-20,19:59:41,STOREKEEPER3,ZARA,59.87,0,100001273441,18,T18
MU8486_CL33_680,MU,MADONNA PLYUS 8486 CL33 200X3500 R,32,240,7510,XIVA,101,52364,144.032,М2,2025-10-22,19:14:07,STOREKEEPER3,ZARA,81.05,0,100001274199,18,T18
MU8486_CL63_007,MU,MADONNA PLYUS 8486 CL63 400X400 R,32,240,7510,XIVA,101,50882,32.0,М2,2025-10-04,00:32:50,STOREKEEPER3,ZARA,18.01,0,100001261792,20,T20
MU8486_CL63_015,MU,MADONNA PLYUS 8486 CL63 300X400 R,32,240,7510,XIVA,101,50840,24.0,М2,2025-10-03,08:34:14,STOREKEEPER3,ZARA,13.5,0,100001261565,3,T03
MU8486_CL63_016,MU,MADONNA PLYUS 8486 CL63 300X500 R,32,240,7510,XIVA,101,50840,30.0,М2,2025-10-03,08:34:30,STOREKEEPER3,ZARA,16.88,0,100001261567,3,T03
MU8486_CL63_017,MU,MADONNA PLYUS 8486 CL63 300X550 R,32,240,7510,XIVA,101,50840,33.0,М2,2025-10-03,08:35:15,STOREKEEPER3,ZARA,18.57,0,100001261569,3,T03
MU8486_CL63_019,MU,MADONNA PLYUS 8486 CL63 300X700 R,32,240,7510,XIVA,101,50840,42.0,М2,2025-10-03,08:35:30,STOREKEEPER3,ZARA,23.63,0,100001261573,3,T03
MU8486_CL63_103,MU,MADONNA PLYUS 8486 CL63 300X450 R,32,240,7510,XIVA,101,50840,27.0,М2,2025-10-03,08:35:46,STOREKEEPER3,ZARA,15.19,0,100001261576,3,T03
MU8486_CL63_140,MU,MADONNA PLYUS 8486 CL63 400X550 R,32,240,7510,XIVA,101,50882,44.0,М2,2025-10-04,00:33:05,STOREKEEPER3,ZARA,24.76,0,100001261793,20,T20
MU8487_CL33_011,MU,MADONNA PLYUS 8487 CL33 350X700 R,32,240,7510,XIVA,101,51421,49.0,М2,2025-10-10,10:00:58,STOREKEEPER3,ZARA,27.57,0,100001266668,5,T05
MU8488_CL23_326,MU,MADONNA PLYUS 8488 CL23 150X200 R,32,240,7510,XIVA,101,51675,210.0,М2,2025-10-11,21:39:14,STOREKEEPER3,ZARA,3.37,0,100001268645,7,T07
MU8488_CL33_003,MU,MADONNA 8488 CL33 400X800 R,32,240,7510,XIVA,101,52263,64.0,М2,2025-10-21,13:07:57,STOREKEEPER3,ZARA,36.01,0,100001273444,18,T18
MU8488_CL33_004,MU,MADONNA 8488 CL33 400X700 R,32,240,7510,XIVA,101,52263,56.0,М2,2025-10-21,13:08:14,STOREKEEPER3,ZARA,31.51,0,100001273445,18,T18
MU8488_CL33_005,MU,MADONNA 8488 CL33 400X600 R,32,240,7510,XIVA,101,52263,48.0,М2,2025-10-21,13:08:30,STOREKEEPER3,ZARA,27.01,0,100001273446,18,T18
MU8488_CL33_006,MU,MADONNA 8488 CL33 400X500 R,32,240,7510,XIVA,101,52686,40.0,М2,2025-10-25,06:07:44,STOREKEEPER3,ZARA,22.51,0,100001277069,20,T20
MU8488_CL33_006,MU,MADONNA 8488 CL33 400X500 R,32,240,7510,XIVA,101,52261,40.0,М2,2025-10-20,19:59:22,STOREKEEPER3,ZARA,22.51,0,100001273433,18,T18
MU8488_CL33_007,MU,MADONNA 8488 CL33 400X400 R,32,240,7510,XIVA,101,52263,32.0,М2,2025-10-21,13:08:48,STOREKEEPER3,ZARA,18.01,0,100001273448,18,T18
MU8488_CL33_008,MU,MADONNA 8488 CL33 350X400 R,32,240,7510,XIVA,101,52799,28.0,М2,2025-10-27,07:34:30,STOREKEEPER3,ZARA,15.75,0,100001277914,18,T18
MU8488_CL33_008,MU,MADONNA 8488 CL33 350X400 R,32,240,7510,XIVA,101,52690,196.0,М2,2025-10-24,22:23:46,STOREKEEPER3,ZARA,15.75,0,100001277084,7,T07
MU8488_CL33_009,MU,MADONNA 8488 CL33 350X500 R,32,240,7510,XIVA,101,52802,35.0,М2,2025-10-27,07:33:05,STOREKEEPER3,ZARA,19.69,0,100001277920,18,T18
MU8488_CL33_009,MU,MADONNA 8488 CL33 350X500 R,32,240,7510,XIVA,101,52691,70.0,М2,2025-10-25,00:27:29,STOREKEEPER3,ZARA,19.69,0,100001277086,7,T07
MU8488_CL33_009,MU,MADONNA 8488 CL33 350X500 R,32,240,7510,XIVA,101,52690,175.0,М2,2025-10-24,22:24:02,STOREKEEPER3,ZARA,19.69,0,100001277085,7,T07
MU8488_CL33_010,MU,MADONNA 8488 CL33 350X600 R,32,240,7510,XIVA,101,52691,42.0,М2,2025-10-25,00:27:44,STOREKEEPER3,ZARA,23.63,0,100001277087,7,T07
MU8488_CL33_011,MU,MADONNA 8488 CL33 350X700 R,32,240,7510,XIVA,101,52265,49.0,М2,2025-10-23,15:04:47,STOREKEEPER3,ZARA,27.57,0,100001273453,18,T18
MU8488_CL33_012,MU,MADONNA 8488 CL33 350X800 R,32,240,7510,XIVA,101,52691,56.0,М2,2025-10-25,00:27:59,STOREKEEPER3,ZARA,31.51,0,100001277088,7,T07
MU8488_CL33_015,MU,MADONNA 8488 CL33 300X400 R,32,240,7510,XIVA,101,52672,96.0,М2,2025-10-27,07:33:47,STOREKEEPER3,ZARA,13.5,0,100001276945,18,T18
MU8488_CL33_015,MU,MADONNA 8488 CL33 300X400 R,32,240,7510,XIVA,101,52603,336.0,М2,2025-10-25,11:21:32,STOREKEEPER3,ZARA,13.5,0,100001276372,18,T18
MU8488_CL33_015,MU,MADONNA 8488 CL33 300X400 R,32,240,7510,XIVA,101,52532,144.0,М2,2025-10-25,11:04:38,STOREKEEPER3,ZARA,13.5,0,100001275783,18,T18
MU8488_CL33_016,MU,MADONNA 8488 CL33 300X500 R,32,240,7510,XIVA,101,52532,60.0,М2,2025-10-25,11:04:53,STOREKEEPER3,ZARA,16.88,0,100001275784,18,T18
MU8488_CL33_016,MU,MADONNA 8488 CL33 300X500 R,32,240,7510,XIVA,101,52674,180.0,М2,2025-10-25,08:34:39,STOREKEEPER3,ZARA,16.88,0,100001276958,3,T03
MU8488_CL33_017,MU,MADONNA 8488 CL33 300X550 R,32,240,7510,XIVA,101,51238,33.0,М2,2025-10-05,10:04:25,STOREKEEPER3,ZARA,18.57,0,100001264737,3,T03
MU8488_CL33_018,MU,MADONNA 8488 CL33 300X600 R,32,240,7510,XIVA,101,52675,36.0,М2,2025-10-25,11:03:35,STOREKEEPER3,ZARA,20.26,0,100001277101,18,T18
MU8488_CL33_018,MU,MADONNA 8488 CL33 300X600 R,32,240,7510,XIVA,101,52532,36.0,М2,2025-10-25,11:04:07,STOREKEEPER3,ZARA,20.26,0,100001275778,18,T18
MU8488_CL33_019,MU,MADONNA 8488 CL33 300X700 R,32,240,7510,XIVA,101,52532,42.0,М2,2025-10-25,11:04:22,STOREKEEPER3,ZARA,23.63,0,100001275781,18,T18
MU8488_CL33_021,MU,MADONNA 8488 CL33 250X350 R,32,240,7510,XIVA,101,52697,17.5,М2,2025-10-24,21:25:16,STOREKEEPER3,ZARA,9.85,0,100001277128,18,T18
MU8488_CL33_021,MU,MADONNA 8488 CL33 250X350 R,32,240,7510,XIVA,101,52528,157.5,М2,2025-10-24,12:18:34,STOREKEEPER3,ZARA,9.84,0,100001275758,18,T18
MU8488_CL33_022,MU,MADONNA 8488 CL33 250X400 R,32,240,7510,XIVA,101,52528,160.0,М2,2025-10-24,12:18:49,STOREKEEPER3,ZARA,11.25,0,100001275759,18,T18
MU8488_CL33_022,MU,MADONNA 8488 CL33 250X400 R,32,240,7510,XIVA,101,52697,20.0,М2,2025-10-24,21:25:31,STOREKEEPER3,ZARA,11.25,0,100001277129,18,T18
MU8488_CL33_024,MU,MADONNA 8488 CL33 250X500 R,32,240,7510,XIVA,101,52529,25.0,М2,2025-10-24,12:19:17,STOREKEEPER3,ZARA,14.07,0,100001275769,18,T18
MU8488_CL33_024,MU,MADONNA 8488 CL33 250X500 R,32,240,7510,XIVA,101,52529,25.0,М2,2025-10-24,12:18:31,STOREKEEPER3,ZARA,14.07,0,100001275766,18,T18
MU8488_CL33_028,MU,MADONNA 8488 CL33 200X300 R,32,240,7510,XIVA,101,52672,60.0,М2,2025-10-27,07:34:18,STOREKEEPER3,ZARA,6.75,0,100001276947,18,T18
MU8488_CL33_028,MU,MADONNA 8488 CL33 200X300 R,32,240,7510,XIVA,101,52604,240.0,М2,2025-10-26,13:03:32,STOREKEEPER3,ZARA,6.75,0,100001276388,18,T18
MU8488_CL33_030,MU,MADONNA PLYUS 8488 CL33 200X400 R,32,240,7510,XIVA,101,52604,32.0,М2,2025-10-26,13:03:48,STOREKEEPER3,ZARA,9.0,0,100001276389,18,T18
MU8488_CL33_030,MU,MADONNA PLYUS 8488 CL33 200X400 R,32,240,7510,XIVA,101,52603,32.0,М2,2025-10-25,11:22:49,STOREKEEPER3,ZARA,9.0,0,100001276377,18,T18
MU8488_CL33_034,MU,MADONNA PLYUS 8488 CL33 150X230 R,32,240,7510,XIVA,101,52265,34.5,М2,2025-10-23,15:06:23,STOREKEEPER3,ZARA,3.88,0,100001273460,18,T18
MU8488_CL33_F25,MU,MADONNA PLYUS 8488 CL33 175X250 R,32,240,7510,XIVA,101,50776,43.75,М2,2025-10-01,18:34:38,STOREKEEPER3,ZARA,4.92,0,100001260833,13,T13
MU8488_CL53_002,MU,MADONNA PLYUS 8488 CL53 400X900 R,32,240,7510,XIVA,101,51594,72.0,М2,2025-10-13,15:27:29,STOREKEEPER3,ZARA,40.51,0,100001268058,20,T20
MU8488_CL53_003,MU,MADONNA PLYUS 8488 CL53 400X800 R,32,240,7510,XIVA,101,51594,64.0,М2,2025-10-13,15:27:45,STOREKEEPER3,ZARA,36.01,0,100001268059,20,T20
MU8488_CL53_004,MU,MADONNA PLYUS 8488 CL53 400X700 R,32,240,7510,XIVA,101,51594,56.0,М2,2025-10-13,15:28:00,STOREKEEPER3,ZARA,31.51,0,100001268060,20,T20
MU8488_CL53_005,MU,MADONNA PLYUS 8488 CL53 400X600 R,32,240,7510,XIVA,101,51594,48.0,М2,2025-10-13,15:28:16,STOREKEEPER3,ZARA,27.01,0,100001268061,20,T20
MU8488_CL53_006,MU,MADONNA PLYUS 8488 CL53 400X500 R,32,240,7510,XIVA,101,51594,40.0,М2,2025-10-13,15:28:31,STOREKEEPER3,ZARA,22.51,0,100001268062,20,T20
MU8488_CL53_007,MU,MADONNA PLYUS 8488 CL53 400X400 R,32,240,7510,XIVA,101,51594,32.0,М2,2025-10-13,15:28:47,STOREKEEPER3,ZARA,18.01,0,100001268063,20,T20
MU8488_CL53_008,MU,MADONNA PLYUS 8488 CL53 350X400 R,32,240,7510,XIVA,101,53044,56.0,М2,2025-10-30,13:56:16,STOREKEEPER3,ZARA,15.75,0,100001279976,7,T07
MU8488_CL53_008,MU,MADONNA PLYUS 8488 CL53 350X400 R,32,240,7510,XIVA,101,51356,28.0,М2,2025-10-09,09:45:17,STOREKEEPER3,ZARA,15.75,0,100001265711,5,T05
MU8488_CL53_009,MU,MADONNA PLYUS 8488 CL53 350X500 R,32,240,7510,XIVA,101,53044,35.0,М2,2025-10-30,13:56:16,STOREKEEPER3,ZARA,19.69,0,100001279977,7,T07
MU8488_CL53_009,MU,MADONNA PLYUS 8488 CL53 350X500 R,32,240,7510,XIVA,101,52873,105.0,М2,2025-10-26,13:07:30,STOREKEEPER3,ZARA,19.69,0,100001278405,5,T05
MU8488_CL53_009,MU,MADONNA PLYUS 8488 CL53 350X500 R,32,240,7510,XIVA,101,51556,175.0,М2,2025-10-11,06:31:00,STOREKEEPER3,ZARA,19.69,0,100001267743,7,T07
MU8488_CL53_009,MU,MADONNA PLYUS 8488 CL53 350X500 R,32,240,7510,XIVA,101,51356,35.0,М2,2025-10-09,09:45:32,STOREKEEPER3,ZARA,19.69,0,100001265712,5,T05
MU8488_CL53_010,MU,MADONNA PLYUS 8488 CL53 350X600 R,32,240,7510,XIVA,101,53044,42.0,М2,2025-10-30,13:56:16,STOREKEEPER3,ZARA,23.63,0,100001279978,7,T07
MU8488_CL53_010,MU,MADONNA PLYUS 8488 CL53 350X600 R,32,240,7510,XIVA,101,52873,84.0,М2,2025-10-26,13:07:43,STOREKEEPER3,ZARA,23.63,0,100001278407,5,T05
MU8488_CL53_010,MU,MADONNA PLYUS 8488 CL53 350X600 R,32,240,7510,XIVA,101,51356,42.0,М2,2025-10-09,09:45:48,STOREKEEPER3,ZARA,23.63,0,100001265713,5,T05
MU8488_CL53_010,MU,MADONNA PLYUS 8488 CL53 350X600 R,32,240,7510,XIVA,101,50727,210.0,М2,2025-10-01,19:44:04,STOREKEEPER3,ZARA,23.63,0,100001259998,5,T05
MU8488_CL53_011,MU,MADONNA PLYUS 8488 CL53 350X700 R,32,240,7510,XIVA,101,53044,49.0,М2,2025-10-30,13:56:24,STOREKEEPER3,ZARA,27.57,0,100001279980,7,T07
MU8488_CL53_011,MU,MADONNA PLYUS 8488 CL53 350X700 R,32,240,7510,XIVA,101,51356,49.0,М2,2025-10-09,09:46:06,STOREKEEPER3,ZARA,27.57,0,100001265714,5,T05
MU8488_CL53_012,MU,MADONNA PLYUS 8488 CL53 350X800 R,32,240,7510,XIVA,101,51356,56.0,М2,2025-10-09,09:46:19,STOREKEEPER3,ZARA,31.51,0,100001265715,5,T05
MU8488_CL53_015,MU,MADONNA PLYUS 8488 CL53 300X400 R,32,240,7510,XIVA,101,53033,96.0,М2,2025-10-30,23:48:27,STOREKEEPER3,ZARA,13.5,0,100001279892,2,T02
MU8488_CL53_015,MU,MADONNA PLYUS 8488 CL53 300X400 R,32,240,7510,XIVA,101,52769,120.0,М2,2025-10-26,23:34:43,STOREKEEPER3,ZARA,13.5,0,100001277811,3,T03
MU8488_CL53_015,MU,MADONNA PLYUS 8488 CL53 300X400 R,32,240,7510,XIVA,101,51454,24.0,М2,2025-10-10,15:19:13,STOREKEEPER3,ZARA,13.5,0,100001266825,2,T02
MU8488_CL53_015,MU,MADONNA PLYUS 8488 CL53 300X400 R,32,240,7510,XIVA,101,50928,72.0,М2,2025-10-03,08:34:23,STOREKEEPER3,ZARA,13.5,0,100001262141,3,T03
MU8488_CL53_016,MU,MADONNA PLYUS 8488 CL53 300X500 R,32,240,7510,XIVA,101,53033,90.0,М2,2025-10-30,23:48:42,STOREKEEPER3,ZARA,16.88,0,100001279894,2,T02
MU8488_CL53_016,MU,MADONNA PLYUS 8488 CL53 300X500 R,32,240,7510,XIVA,101,52769,90.0,М2,2025-10-26,23:34:59,STOREKEEPER3,ZARA,16.88,0,100001277812,3,T03
MU8488_CL53_016,MU,MADONNA PLYUS 8488 CL53 300X500 R,32,240,7510,XIVA,101,51454,30.0,М2,2025-10-10,15:19:29,STOREKEEPER3,ZARA,16.88,0,100001266826,2,T02
MU8488_CL53_017,MU,MADONNA PLYUS 8488 CL53 300X550 R,32,240,7510,XIVA,101,51454,33.0,М2,2025-10-10,15:19:44,STOREKEEPER3,ZARA,18.57,0,100001266827,2,T02
MU8488_CL53_018,MU,MADONNA PLYUS 8488 CL53 300X600 R,32,240,7510,XIVA,101,53033,36.0,М2,2025-10-30,23:48:57,STOREKEEPER3,ZARA,20.26,0,100001279896,2,T02
MU8488_CL53_018,MU,MADONNA PLYUS 8488 CL53 300X600 R,32,240,7510,XIVA,101,52768,72.0,М2,2025-10-26,23:35:42,STOREKEEPER3,ZARA,20.25,0,100001277810,3,T03
MU8488_CL53_018,MU,MADONNA PLYUS 8488 CL53 300X600 R,32,240,7510,XIVA,101,51454,36.0,М2,2025-10-10,15:19:59,STOREKEEPER3,ZARA,20.26,0,100001266828,2,T02
MU8488_CL53_019,MU,MADONNA PLYUS 8488 CL53 300X700 R,32,240,7510,XIVA,101,51454,42.0,М2,2025-10-10,15:20:15,STOREKEEPER3,ZARA,23.63,0,100001266829,2,T02
MU8488_CL53_021,MU,MADONNA PLYUS 8488 CL53 250X350 R,32,240,7510,XIVA,101,51394,17.5,М2,2025-10-08,19:37:09,STOREKEEPER3,ZARA,9.85,0,100001266259,13,T13
MU8488_CL53_021,MU,MADONNA PLYUS 8488 CL53 250X350 R,32,240,7510,XIVA,101,51055,35.0,М2,2025-10-03,23:52:25,STOREKEEPER3,ZARA,9.84,0,100001263395,7,T07
MU8488_CL53_022,MU,MADONNA PLYUS 8488 CL53 250X400 R,32,240,7510,XIVA,101,51394,20.0,М2,2025-10-08,19:37:24,STOREKEEPER3,ZARA,11.25,0,100001266261,13,T13
MU8488_CL53_024,MU,MADONNA PLYUS 8488 CL53 250X500 R,32,240,7510,XIVA,101,51394,25.0,М2,2025-10-08,19:37:39,STOREKEEPER3,ZARA,14.07,0,100001266263,13,T13
MU8488_CL53_025,MU,MADONNA PLYUS 8488 CL53 250X550 R,32,240,7510,XIVA,101,51394,27.5,М2,2025-10-08,19:37:54,STOREKEEPER3,ZARA,15.47,0,100001266265,13,T13
MU8488_CL53_028,MU,MADONNA PLYUS 8488 CL53 200X300 R,32,240,7510,XIVA,101,51395,12.0,М2,2025-10-08,19:36:57,STOREKEEPER3,ZARA,6.75,0,100001266273,13,T13
MU8488_CL53_103,MU,MADONNA PLYUS 8488 CL53 300X450 R,32,240,7510,XIVA,101,51454,27.0,М2,2025-10-10,15:20:30,STOREKEEPER3,ZARA,15.19,0,100001266832,2,T02
MU8488_CL53_118,MU,MADONNA PLYUS 8488 CL53 350X550 R,32,240,7510,XIVA,101,51356,38.5,М2,2025-10-09,09:46:35,STOREKEEPER3,ZARA,21.66,0,100001265716,5,T05
MU8488_CL53_137,MU,MADONNA PLYUS 8488 CL53 350X450 R,32,240,7510,XIVA,101,51356,31.5,М2,2025-10-09,09:46:51,STOREKEEPER3,ZARA,17.72,0,100001265718,5,T05
MU8488_CL53_140,MU,MADONNA PLYUS 8488 CL53 400X550 R,32,240,7510,XIVA,101,51594,44.0,М2,2025-10-13,15:29:02,STOREKEEPER3,ZARA,24.76,0,100001268064,20,T20
MU8488_CL53_152,MU,MADONNA PLYUS 8488 CL53 400X450 R,32,240,7510,XIVA,101,51594,36.0,М2,2025-10-13,15:29:18,STOREKEEPER3,ZARA,20.26,0,100001268065,20,T20
MU8488_CL53_183,MU,MADONNA PLYUS 8488 CL53 300X350 R,32,240,7510,XIVA,101,51454,21.0,М2,2025-10-10,15:20:46,STOREKEEPER3,ZARA,11.82,0,100001266833,2,T02
MU8488_CL53_190,MU,MADONNA PLYUS 8488 CL53 320X500 R,32,240,7510,XIVA,101,50901,64.0,М2,2025-10-02,23:34:23,STOREKEEPER3,ZARA,18.0,0,100001261919,4,T04
MU8488_CL53_191,MU,MADONNA PLYUS 8488 CL53 320X600 R,32,240,7510,XIVA,101,50901,76.8,М2,2025-10-02,23:34:38,STOREKEEPER3,ZARA,21.6,0,100001261920,4,T04
MU8488_CL53_192,MU,MADONNA PLYUS 8488 CL53 320X700 R,32,240,7510,XIVA,101,50901,89.6,М2,2025-10-02,23:34:53,STOREKEEPER3,ZARA,25.21,0,100001261921,4,T04
MU8488_CL53_328,MU,MADONNA PLYUS 8488 CL53 350X650 R,32,240,7510,XIVA,101,51356,45.5,М2,2025-10-09,09:47:07,STOREKEEPER3,ZARA,25.6,0,100001265721,5,T05
MU8488_CL53_340,MU,MADONNA PLYUS 8488 CL53 350X750 R,32,240,7510,XIVA,101,51356,52.5,М2,2025-10-09,09:47:24,STOREKEEPER3,ZARA,29.54,0,100001265723,5,T05
MU8488_CL53_S63,MU,MADONNA PLYUS 8488 CL53 250X340 R,32,240,7510,XIVA,101,52810,119.0,М2,2025-10-27,08:54:29,STOREKEEPER3,ZARA,9.56,0,100001277973,13,T13
MU8488_CL53_S63,MU,MADONNA PLYUS 8488 CL53 250X340 R,32,240,7510,XIVA,101,52637,170.0,М2,2025-10-26,03:51:44,STOREKEEPER3,ZARA,9.56,0,100001276753,13,T13
MU8488_CL53_S63,MU,MADONNA PLYUS 8488 CL53 250X340 R,32,240,7510,XIVA,101,51735,51.0,М2,2025-10-19,13:08:35,STOREKEEPER3,ZARA,9.56,0,100001269182,13,T13
MU8488_CL53_S63,MU,MADONNA PLYUS 8488 CL53 250X340 R,32,240,7510,XIVA,101,50779,170.0,М2,2025-10-02,18:03:00,STOREKEEPER3,ZARA,9.56,0,100001260764,13,T13
MU8488_CL63_008,MU,MADONNA 8488 CL63 350X400 R,32,240,7510,XIVA,101,52758,28.0,М2,2025-10-25,15:23:04,STOREKEEPER3,ZARA,15.75,0,100001277724,7,T07
MU8488_CL63_009,MU,MADONNA 8488 CL63 350X500 R,32,240,7510,XIVA,101,52802,35.0,М2,2025-10-27,07:33:20,STOREKEEPER3,ZARA,19.69,0,100001277921,18,T18
MU8488_CL63_015,MU,MADONNA 8488 CL63 300X400 R,32,240,7510,XIVA,101,52672,96.0,М2,2025-10-27,07:34:03,STOREKEEPER3,ZARA,13.5,0,100001276946,18,T18
MU8488_CL63_018,MU,MADONNA 8488 CL63 300X600 R,32,240,7510,XIVA,101,52675,36.0,М2,2025-10-25,11:03:48,STOREKEEPER3,ZARA,20.26,0,100001277102,18,T18
MU8488_CL63_021,MU,MADONNA 8488 CL63 250X350 R,32,240,7510,XIVA,101,52697,17.5,М2,2025-10-24,21:25:46,STOREKEEPER3,ZARA,9.85,0,100001277130,18,T18
MU8488_CL63_022,MU,MADONNA 8488 CL63 250X400 R,32,240,7510,XIVA,101,52697,20.0,М2,2025-10-24,21:26:01,STOREKEEPER3,ZARA,11.25,0,100001277131,18,T18
MU8488_CL63_028,MU,MADONNA 8488 CL63 200X300 R,32,240,7510,XIVA,101,52672,60.0,М2,2025-10-27,07:34:33,STOREKEEPER3,ZARA,6.75,0,100001276948,18,T18
MU8488_CL63_676,MU,MADONNA 8488 CL63 80X3500 R,32,240,7510,XIVA,101,52595,56.462,М2,2025-10-25,09:16:35,STOREKEEPER3,ZARA,31.76,0,100001276300,4,T04
MU8488_CL63_676,MU,MADONNA 8488 CL63 80X3500 R,32,240,7510,XIVA,101,52595,56.462,М2,2025-10-25,09:16:50,STOREKEEPER3,ZARA,31.76,0,100001276303,4,T04
MU8488_CL63_677,MU,MADONNA 8488 CL63 100X3500 R,32,240,7510,XIVA,101,52514,70.578,М2,2025-10-25,01:47:03,STOREKEEPER3,ZARA,39.7,0,100001275676,5,T05
MU8488_CL63_677,MU,MADONNA 8488 CL63 100X3500 R,32,240,7510,XIVA,101,52515,70.578,М2,2025-10-25,01:47:26,STOREKEEPER3,ZARA,39.7,0,100001275691,5,T05
MU8488_CL63_678,MU,MADONNA 8488 CL63 120X3500 R,32,240,7510,XIVA,101,53010,84.692,М2,2025-10-30,18:06:53,STOREKEEPER3,ZARA,47.63,0,100001279354,13,T13
MU8488_CL63_678,MU,MADONNA 8488 CL63 120X3500 R,32,240,7510,XIVA,101,53010,84.692,М2,2025-10-30,18:06:38,STOREKEEPER3,ZARA,47.63,0,100001279353,13,T13
MU8488_CL63_679,MU,MADONNA 8488 CL63 150X3500 R,32,240,7510,XIVA,101,52597,105.822,М2,2025-10-24,19:42:59,STOREKEEPER3,ZARA,59.54,0,100001276333,7,T07
MU8488_CL63_679,MU,MADONNA 8488 CL63 150X3500 R,32,240,7510,XIVA,101,52597,105.822,М2,2025-10-24,19:42:44,STOREKEEPER3,ZARA,59.54,0,100001276330,7,T07
MU8488_CL63_680,MU,MADONNA PLYUS 8488 CL63 200X3500 R,32,240,7510,XIVA,101,52815,140.734,М2,2025-10-28,08:11:49,STOREKEEPER3,ZARA,79.16,0,100001278077,13,T13
MU8488_CL63_680,MU,MADONNA PLYUS 8488 CL63 200X3500 R,32,240,7510,XIVA,101,52597,140.734,М2,2025-10-24,19:42:29,STOREKEEPER3,ZARA,79.16,0,100001276328,7,T07
MU8488_CL63_680,MU,MADONNA PLYUS 8488 CL63 200X3500 R,32,240,7510,XIVA,101,52597,140.734,М2,2025-10-24,19:42:13,STOREKEEPER3,ZARA,79.16,0,100001276325,7,T07
MU8488_CL63_879,MU,MADONNA 8488 CL63 250X3500 R,32,240,7510,XIVA,101,52595,179.768,М2,2025-10-25,09:16:04,STOREKEEPER3,ZARA,101.12,0,100001276294,4,T04
MU8488_CL63_879,MU,MADONNA 8488 CL63 250X3500 R,32,240,7510,XIVA,101,52595,179.768,М2,2025-10-25,09:16:19,STOREKEEPER3,ZARA,101.12,0,100001276296,4,T04
MU8488_CL63_879,MU,MADONNA 8488 CL63 250X3500 R,32,240,7510,XIVA,101,52681,179.768,М2,2025-10-25,20:58:54,STOREKEEPER3,ZARA,101.12,0,100001277013,4,T04
MU8488_CL73_006,MU,MADONNA PLYUS 8488 CL73 400X500 R,32,240,7510,XIVA,101,52686,40.0,М2,2025-10-25,06:07:59,STOREKEEPER3,ZARA,22.51,0,100001277071,20,T20
MU8488_CL73_008,MU,MADONNA PLYUS 8488 CL73 350X400 R,32,240,7510,XIVA,101,52758,28.0,М2,2025-10-25,15:23:21,STOREKEEPER3,ZARA,15.75,0,100001277727,7,T07
MU8488_CL73_009,MU,MADONNA PLYUS 8488 CL73 350X500 R,32,240,7510,XIVA,101,52802,35.0,М2,2025-10-27,07:33:35,STOREKEEPER3,ZARA,19.69,0,100001277922,18,T18
MU8488_CL73_015,MU,MADONNA PLYUS 8488 CL73 300X400 R,32,240,7510,XIVA,101,52797,96.0,М2,2025-10-27,07:32:56,STOREKEEPER3,ZARA,13.5,0,100001277896,18,T18
MU8488_CL73_018,MU,MADONNA PLYUS 8488 CL73 300X600 R,32,240,7510,XIVA,101,52675,36.0,М2,2025-10-25,11:04:04,STOREKEEPER3,ZARA,20.26,0,100001277103,18,T18
MU8488_CL73_021,MU,MADONNA PLYUS 8488 CL73 250X350 R,32,240,7510,XIVA,101,52698,17.5,М2,2025-10-24,21:23:08,STOREKEEPER3,ZARA,9.85,0,100001277132,18,T18
