Серия,Имя коллекции,Имя коллекции.1,Бедро,Размер,Ширина,Длина,Тип изделия,Цвет,ID (на сайте),Склад,Склад.1,Себестоимость,Начальный остаток,Приход,Расход,Конечный остаток,Начальный остаток м2,Приход м2,Расход м2,Конечный остаток м2
11292352,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,33,457106_MM33_008,SamExpress2,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
10726208,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457106_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11015433,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457106_MM33_016,SamExpress1,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
11092495,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,33,457106_MM33_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
11803098,EMIRKHAN_M,EMIRKHAN,70,350X500,350,500,Прямоугольник,13,457107_MM13_009,SamExpress2,Магазин Самарканд (Ярмарка),385.0,1.0,,,1.0,17.5,,,17.5
11808765,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,13,457107_MM13_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
11808784,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,13,457107_MM13_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11803105,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,13,457107_MM13_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13157731,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457107_MM33_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13161190,EMIRKHAN_M,EMIRKHAN,70,200X300,200,300,Прямоугольник,33,457107_MM33_028,SamExpress2,Магазин Самарканд (Ярмарка),132.0,1.0,,,1.0,6.0,,,6.0
12029543,EMIRKHAN_M,EMIRKHAN,70,350X500,350,500,Прямоугольник,43,457107_MM43_009,SamExpress2,Магазин Самарканд (Ярмарка),385.0,1.0,,,1.0,17.5,,,17.5
11799140,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,43,457107_MM43_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11831543,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,43,457107_MM43_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
11833343,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,43,457107_MM43_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11793343,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,43,457107_MM43_016,Magazin Termiz,Магазин Термез,330.0,1.0,,,1.0,15.0,,,15.0
11849022,EMIRKHAN_M,EMIRKHAN,70,300X600,300,600,Прямоугольник,43,457107_MM43_018,Magazin Termiz,Магазин Термез,396.0,1.0,,,1.0,18.0,,,18.0
11831552,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,43,457107_MM43_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
11833354,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,43,457107_MM43_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
11803097,EMIRKHAN_M,EMIRKHAN,70,250X400,250,400,Прямоугольник,43,457107_MM43_022,SamExpress2,Магазин Самарканд (Ярмарка),220.0,1.0,,,1.0,10.0,,,10.0
11841743,EMIRKHAN_M,EMIRKHAN,70,300X300,300,300,Овал,43,457107_MM43_119,SamExpress2,Магазин Самарканд (Ярмарка),198.0,1.0,,,1.0,9.0,,,9.0
11347814,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,13,457108_MM13_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
12914301,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,33,457108_MM33_008,SamExpress1,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
11735495,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457108_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12890393,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457108_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12939125,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457108_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12939127,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457108_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12900515,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,33,457108_MM33_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12900517,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,33,457108_MM33_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12946533,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946541,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946554,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946602,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946606,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946610,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946612,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12946613,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,33,457108_MM33_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12938350,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457108_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939102,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457108_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939105,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457108_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939111,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457108_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12492004,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12492033,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12504210,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923477,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923481,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923485,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923487,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923490,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923563,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923565,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923567,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923568,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923569,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457108_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12890394,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12938362,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12938368,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12939117,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12939119,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12939121,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457108_MM33_079,SamExpress1,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12890378,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12890385,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12890387,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12938330,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12938344,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939084,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939089,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12939092,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,33,457108_MM33_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12411984,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,44,457108_MM44_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12412815,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457108_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12412816,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457108_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12660560,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457108_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12026913,EMIRKHAN_M,EMIRKHAN,70,100X400,100,400,Прямоугольник,44,457108_MM44_042,SamExpress2,Магазин Самарканд (Ярмарка),88.0,1.0,,,1.0,4.0,,,4.0
11793336,EMIRKHAN_M,EMIRKHAN,70,350X550,350,550,Прямоугольник,44,457108_MM44_118,Magazin Termiz,Магазин Термез,423.5,1.0,,,1.0,19.25,,,19.25
12504176,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,83,457108_MM83_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
11808793,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,13,457109_MM13_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11707295,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,13,457109_MM13_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
12322493,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457109_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12329896,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,13,457110_MM13_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
12316622,EMIRKHAN_M,EMIRKHAN,70,350X600,350,600,Прямоугольник,+,457110_MM23_010,SamExpress2,Магазин Самарканд (Ярмарка),462.0,1.0,,,1.0,21.0,,,21.0
12316684,EMIRKHAN_M,EMIRKHAN,70,350X600,350,600,Прямоугольник,+,457110_MM23_010,SamExpress2,Магазин Самарканд (Ярмарка),462.0,1.0,,,1.0,21.0,,,21.0
12951690,EMIRKHAN_M,EMIRKHAN,70,350X500,350,500,Прямоугольник,33,457110_MM33_009,SamExpress2,Магазин Самарканд (Ярмарка),385.0,1.0,,,1.0,17.5,,,17.5
12360759,EMIRKHAN_M,EMIRKHAN,70,350X600,350,600,Прямоугольник,33,457110_MM33_010,SamExpress2,Магазин Самарканд (Ярмарка),462.0,1.0,,,1.0,21.0,,,21.0
12960321,EMIRKHAN_M,EMIRKHAN,70,350X600,350,600,Прямоугольник,33,457110_MM33_010,SamExpress2,Магазин Самарканд (Ярмарка),462.0,1.0,,,1.0,21.0,,,21.0
12412028,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12951764,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12960372,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12960376,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
12998196,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
12998204,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12998225,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
12998229,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,Magazin Termiz,Магазин Термез,264.0,1.0,,,1.0,12.0,,,12.0
12998232,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13003077,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13003091,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13003094,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13003097,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,33,457110_MM33_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12981578,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457110_MM33_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13003109,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457110_MM33_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13003111,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457110_MM33_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13003115,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,33,457110_MM33_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
12965167,EMIRKHAN_M,EMIRKHAN,70,300X550,300,550,Прямоугольник,33,457110_MM33_017,SamExpress1,Магазин Самарканд (Ярмарка),363.0,1.0,,,1.0,16.5,,,16.5
12965446,EMIRKHAN_M,EMIRKHAN,70,300X550,300,550,Прямоугольник,33,457110_MM33_017,SamExpress2,Магазин Самарканд (Ярмарка),363.0,1.0,,,1.0,16.5,,,16.5
12685376,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,33,457110_MM33_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12504212,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457110_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12504264,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457110_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12507741,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457110_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13157706,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457110_MM33_079,SamExpress1,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13157733,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,33,457110_MM33_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12965183,EMIRKHAN_M,EMIRKHAN,70,300X450,300,450,Прямоугольник,33,457110_MM33_103,Magazin Termiz,Магазин Термез,297.0,1.0,,,1.0,13.5,,,13.5
12965457,EMIRKHAN_M,EMIRKHAN,70,300X450,300,450,Прямоугольник,33,457110_MM33_103,SamExpress2,Магазин Самарканд (Ярмарка),297.0,1.0,,,1.0,13.5,,,13.5
12579694,EMIRKHAN_M,EMIRKHAN,70,300X800,300,800,Прямоугольник,33,457110_MM33_110,SamExpress2,Магазин Самарканд (Ярмарка),528.0,1.0,,,1.0,24.0,,,24.0
12998187,EMIRKHAN_M,EMIRKHAN,70,350X550,350,550,Прямоугольник,33,457110_MM33_118,SamExpress2,Магазин Самарканд (Ярмарка),423.5,1.0,,,1.0,19.25,,,19.25
12960375,EMIRKHAN_M,EMIRKHAN,70,350X450,350,450,Прямоугольник,33,457110_MM33_137,SamExpress2,Магазин Самарканд (Ярмарка),346.5,1.0,,,1.0,15.75,,,15.75
12960387,EMIRKHAN_M,EMIRKHAN,70,350X450,350,450,Прямоугольник,33,457110_MM33_137,SamExpress2,Магазин Самарканд (Ярмарка),346.5,1.0,,,1.0,15.75,,,15.75
