Серия,Имя коллекции,Имя коллекции.1,Бедро,Размер,Ширина,Длина,Тип изделия,Цвет,ID (на сайте),Склад,Склад.1,Себестоимость,Начальный остаток,Приход,Расход,Конечный остаток,Начальный остаток м2,Приход м2,Расход м2,Конечный остаток м2
12890373,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,43,457101_MM43_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12891086,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,43,457101_MM43_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12918787,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,43,457101_MM43_021,SamExpress1,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
12905710,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,43,457101_MM43_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12905717,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,43,457101_MM43_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12905720,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,43,457101_MM43_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12906339,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,43,457101_MM43_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
12906342,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,43,457101_MM43_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
11911206,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910393,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910394,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910395,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910396,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910423,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910431,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910434,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,43,457101_MM43_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910397,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910398,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910399,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910400,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910401,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910440,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910441,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910442,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910446,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12910450,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,43,457101_MM43_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12890380,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12891068,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12891071,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12891075,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923493,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923498,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923502,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923570,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12923574,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,43,457101_MM43_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12890384,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12890386,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12890388,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12891087,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12891093,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12891097,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12891104,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910402,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910403,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910404,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910405,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910406,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12910468,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Овал,43,457101_MM43_080,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12376305,EMIRKHAN_M,EMIRKHAN,70,350X550,350,550,Прямоугольник,43,457101_MM43_118,Magazin Termiz,Магазин Термез,423.5,1.0,,,1.0,19.25,,,19.25
12461977,EMIRKHAN_M,EMIRKHAN,70,350X550,350,550,Прямоугольник,43,457101_MM43_118,Magazin Termiz,Магазин Термез,423.5,1.0,,,1.0,19.25,,,19.25
11669948,EMIRKHAN_M,EMIRKHAN,70,350X450,350,450,Прямоугольник,43,457101_MM43_137,SamExpress2,Магазин Самарканд (Ярмарка),346.5,1.0,,,1.0,15.75,,,15.75
12910416,EMIRKHAN_M,EMIRKHAN,70,350X450,350,450,Прямоугольник,43,457101_MM43_137,SamExpress2,Магазин Самарканд (Ярмарка),346.5,1.0,,,1.0,15.75,,,15.75
11442262,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,22,457102_MM22_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11442266,EMIRKHAN_M,EMIRKHAN,70,300X600,300,600,Прямоугольник,22,457102_MM22_018,SamExpress2,Магазин Самарканд (Ярмарка),396.0,1.0,,,1.0,18.0,,,18.0
10909405,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,22,457102_MM22_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
10909422,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,22,457102_MM22_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
10909423,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,22,457102_MM22_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
10909425,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,22,457102_MM22_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
11329655,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,22,457102_MM22_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
10909407,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909409,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909410,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909411,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909427,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909428,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909429,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909430,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10909431,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,22,457102_MM22_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
11729562,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457102_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
11729577,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,33,457102_MM33_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
12205188,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457102_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12205208,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,33,457102_MM33_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13327298,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,44,457102_MM44_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13009445,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,48,457102_MM48_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13009413,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,48,457102_MM48_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
11453826,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,48,457102_MM48_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
11626864,EMIRKHAN_M,EMIRKHAN,70,100X150,100,150,Прямоугольник,48,457102_MM48_039,SamExpress2,Магазин Самарканд (Ярмарка),33.0,1.0,,,1.0,1.5,,,1.5
11626866,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,48,457102_MM48_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
11626868,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,48,457102_MM48_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009465,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,48,457102_MM48_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009470,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,48,457102_MM48_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
12235842,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,48,457102_MM48_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009434,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,48,457102_MM48_079,SamExpress1,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009438,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,48,457102_MM48_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009485,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,48,457102_MM48_079,SamExpress1,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009489,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,48,457102_MM48_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
10910972,EMIRKHAN_M,EMIRKHAN,70,150X150,150,150,Овал,48,457102_MM48_090,SamExpress1,Магазин Самарканд (Ярмарка),49.5,1.0,,,1.0,2.25,,,2.25
11111542,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,14,457104_MM14_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11111554,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,14,457104_MM14_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11228576,EMIRKHAN_M,EMIRKHAN,70,400X450,400,450,Прямоугольник,14,457104_MM14_152,Magazin Termiz,Магазин Термез,396.0,1.0,,,1.0,18.0,,,18.0
12232186,EMIRKHAN_M,EMIRKHAN,70,200X800,200,800,Прямоугольник,14,457104_MM14_513,SamExpress2,Магазин Самарканд (Ярмарка),352.0,1.0,,,1.0,16.0,,,16.0
11442203,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,22,457104_MM22_008,Magazin Termiz,Магазин Термез,308.0,1.0,,,1.0,14.0,,,14.0
11442236,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,22,457104_MM22_008,SamExpress2,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
11445713,EMIRKHAN_M,EMIRKHAN,70,350X600,350,600,Прямоугольник,22,457104_MM22_010,SamExpress2,Магазин Самарканд (Ярмарка),462.0,1.0,,,1.0,21.0,,,21.0
12868569,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,34,457104_MM34_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13110274,EMIRKHAN_M,EMIRKHAN,70,300X300,300,300,Прямоугольник,44,457104_MM44_014,SamExpress1,Магазин Самарканд (Ярмарка),198.0,1.0,,,1.0,9.0,,,9.0
10729195,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,47,457104_MM47_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
10910950,EMIRKHAN_M,EMIRKHAN,70,150X150,150,150,Овал,47,457104_MM47_090,SamExpress1,Магазин Самарканд (Ярмарка),49.5,1.0,,,1.0,2.25,,,2.25
10877432,EMIRKHAN_M,EMIRKHAN,70,350X500,350,500,Прямоугольник,14,457105_MM14_009,Magazin Termiz,Магазин Термез,385.0,1.0,,,1.0,17.5,,,17.5
10877414,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,14,457105_MM14_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
10729212,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,+,457105_MM23_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
12077893,EMIRKHAN_M,EMIRKHAN,70,100X100,100,100,Прямоугольник,+,457105_MM23_038,SamExpress2,Магазин Самарканд (Ярмарка),22.0,1.0,,,1.0,1.0,,,1.0
11683408,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,34,457105_MM34_008,SamExpress2,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
11264422,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,34,457105_MM34_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
11442265,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,34,457105_MM34_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
11309910,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,34,457105_MM34_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
11674571,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,34,457105_MM34_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
11264427,EMIRKHAN_M,EMIRKHAN,70,300X450,300,450,Прямоугольник,34,457105_MM34_103,SamExpress2,Магазин Самарканд (Ярмарка),297.0,1.0,,,1.0,13.5,,,13.5
10957129,EMIRKHAN_M,EMIRKHAN,70,300X350,300,350,Прямоугольник,34,457105_MM34_183,SamExpress2,Магазин Самарканд (Ярмарка),231.0,1.0,,,1.0,10.5,,,10.5
11702090,EMIRKHAN_M,EMIRKHAN,70,300X350,300,350,Прямоугольник,34,457105_MM34_183,Magazin Termiz,Магазин Термез,231.0,1.0,,,1.0,10.5,,,10.5
11025726,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,35,457105_MM35_008,SamExpress2,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
11028214,EMIRKHAN_M,EMIRKHAN,70,300X300,300,300,Прямоугольник,35,457105_MM35_014,SamExpress2,Магазин Самарканд (Ярмарка),198.0,1.0,,,1.0,9.0,,,9.0
11012191,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,35,457105_MM35_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
11028208,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,35,457105_MM35_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13003107,EMIRKHAN_M,EMIRKHAN,70,350X400,350,400,Прямоугольник,44,457105_MM44_008,SamExpress2,Магазин Самарканд (Ярмарка),308.0,1.0,,,1.0,14.0,,,14.0
11297275,EMIRKHAN_M,EMIRKHAN,70,300X300,300,300,Прямоугольник,44,457105_MM44_014,SamExpress2,Магазин Самарканд (Ярмарка),198.0,1.0,,,1.0,9.0,,,9.0
10729210,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,44,457105_MM44_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
11735487,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,44,457105_MM44_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13015767,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,44,457105_MM44_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13016061,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,44,457105_MM44_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13016065,EMIRKHAN_M,EMIRKHAN,70,300X400,300,400,Прямоугольник,44,457105_MM44_015,SamExpress2,Магазин Самарканд (Ярмарка),264.0,1.0,,,1.0,12.0,,,12.0
13009487,EMIRKHAN_M,EMIRKHAN,70,300X500,300,500,Прямоугольник,44,457105_MM44_016,SamExpress2,Магазин Самарканд (Ярмарка),330.0,1.0,,,1.0,15.0,,,15.0
13009425,EMIRKHAN_M,EMIRKHAN,70,300X550,300,550,Прямоугольник,44,457105_MM44_017,SamExpress2,Магазин Самарканд (Ярмарка),363.0,1.0,,,1.0,16.5,,,16.5
13016062,EMIRKHAN_M,EMIRKHAN,70,300X550,300,550,Прямоугольник,44,457105_MM44_017,SamExpress2,Магазин Самарканд (Ярмарка),363.0,1.0,,,1.0,16.5,,,16.5
11046577,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,44,457105_MM44_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13009449,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,44,457105_MM44_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13009451,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,44,457105_MM44_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13009499,EMIRKHAN_M,EMIRKHAN,70,250X350,250,350,Прямоугольник,44,457105_MM44_021,SamExpress2,Магазин Самарканд (Ярмарка),192.5,1.0,,,1.0,8.75,,,8.75
13009430,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457105_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
13009474,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457105_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
13009478,EMIRKHAN_M,EMIRKHAN,70,150X230,150,230,Прямоугольник,44,457105_MM44_034,SamExpress2,Магазин Самарканд (Ярмарка),75.9,1.0,,,1.0,3.45,,,3.45
13009424,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,44,457105_MM44_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009429,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Прямоугольник,44,457105_MM44_040,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009440,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,44,457105_MM44_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009442,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,44,457105_MM44_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
13009492,EMIRKHAN_M,EMIRKHAN,70,100X200,100,200,Овал,44,457105_MM44_079,SamExpress2,Магазин Самарканд (Ярмарка),44.0,1.0,,,1.0,2.0,,,2.0
11018475,EMIRKHAN_M,EMIRKHAN,70,350X450,350,450,Прямоугольник,44,457105_MM44_137,SamExpress2,Магазин Самарканд (Ярмарка),346.5,1.0,,,1.0,15.75,,,15.75
12196826,EMIRKHAN_M,EMIRKHAN,70,150X170,150,170,Прямоугольник,44,457105_MM44_L13,SamExpress2,Магазин Самарканд (Ярмарка),56.1,1.0,,,1.0,2.55,,,2.55
